species,biomass_min,treeheight_min,soilmoisture_min,peatmap_min,groundcover_min,biomass_max,treeheight_max,soilmoisture_max,peatmap_max,groundcover_max,s2_NDVI_mean_min,hii_hii_mean_min,hii_population_density_mean_min,hii_power_mean_min,hii_roads_mean_min,dem_b1_mean_min,bioclim_bio01_mean_min,bioclim_bio12_mean_min,s2_NDVI_std_min,hii_hii_std_min,dem_b1_std_min,s2_NDVI_mean_max,hii_hii_mean_max,hii_population_density_mean_max,hii_power_mean_max,hii_roads_mean_max,dem_b1_mean_max,bioclim_bio01_mean_max,bioclim_bio12_mean_max,s2_NDVI_std_max,hii_hii_std_max,dem_b1_std_max,n_occ,AOO2km,EOOkm2,RedListCategory
Boletus edulis,38.7644,25.487078125,15.0498425,0.49361625,5.399325,192.81073437499992,115.42446562499998,78.96624687499992,1.9810099999999975,86.3541149999999,0.1679223128160168,367.4084715875927,110.63118682210164,0.0,41.79019292520001,11.474609930057118,25.794944907456383,519.0300765221776,0.0743592719012807,85.07256876295551,5.448222226509982,0.8130851229047114,4237.560863075998,958.0960951893044,900.0,841.7909848771568,266.5862787155924,77.26183362518022,865.327225836762,0.5289452727078358,1154.4642522599793,44.01240362415847,8852,16008,398549.737650717,LC
Boletus erythropus,31.96156875,18.47779125,13.5260475,0.2313675,3.55629,217.889425,157.76962625000002,89.189575,1.7178525,26.4786725,0.08292013448546,820.4516667042241,149.83672291044692,0.0,326.1597494688616,41.075531971189655,58.63130546520875,630.3518892349948,0.0691202853896778,240.0081942740157,2.74209943329173,0.8605096972420947,4355.8396627527545,915.3593454464016,883.3990217701966,835.3599300322046,199.95466434358204,77.56474878415386,903.9567059376756,0.3683975994299345,1299.1632917163363,35.24327732588399,15,52,28084.6093619917,
Boletus pinophilus,35.010159375,33.403933125,16.082430625,0.65632375,7.266906875,166.95971874999995,118.195775,71.796993125,2.164290624999999,98.76433062499996,0.1882519185042268,244.69864092089307,30.50639516860552,0.0,60.391877742114914,14.98695614675388,-6.368986054369213,473.85994928776506,0.0640434054175233,40.04195260924117,6.043620744128437,0.8066982587794311,3634.443183447975,848.5224185130726,900.0,808.0424980590814,370.46735405016136,73.75566162812619,858.1225112303505,0.4086034477147744,1122.3062221233113,46.423277631055264,1793,4564,521523.117721322,LC
Boletus reticulatus,43.400955,18.1586225,12.5600625,0.4129799999999999,3.8814,208.586825,112.61046499999992,83.623625,1.5264724999999997,68.41637499999997,0.125614617968211,724.079434613117,174.659910593526,0.0,39.38291857532488,8.424527396526008,54.02862412849364,498.6568512753301,0.0949046843379579,157.88301652078985,3.851612458245175,0.8049129311545141,5087.193718851427,999.5523139277574,924.4881066056128,875.2757711982907,199.1534119021996,78.188786765358,803.9729854617611,0.6132251711887744,1148.8415921111591,38.82081919422018,1536,3360,202968.429626541,LC
Bonomyces sinopicus,43.3155625,27.186225,15.956068750000002,0.2880275,5.067266250000001,190.8220375,103.79361,165.54675,1.90318125,88.52307125,0.1434992783016236,359.23230645442146,92.26898038891292,0.0,53.95952095027494,6.689068543964353,21.60284884009716,518.1823039888244,0.0791520408967458,65.7496175667983,5.360325248613091,0.8384975576424573,3007.326481342611,929.9142448688664,900.0,731.0929140968772,353.00707920529334,76.28754671177751,756.758055145085,0.5473489065580327,946.5690816849586,61.76307434643792,103,296,344189.160034428,LC
Botryobasidium aureum,36.862740625,18.796199375,12.525076875,0.607475,3.711241875,211.7722125,140.12265187499997,57.03393187499998,1.646931875,52.183892499999935,0.1442901513013088,365.6787638608275,159.29055001660348,0.0,55.01025565768069,13.557702500568809,58.00849009464402,529.4090561705635,0.0823570311719148,145.7835115430256,4.661287783031834,0.8404681622065269,4924.930697004619,960.6674321713576,900.0,858.5879186616264,183.88216873982157,78.56022990303542,910.5232362087512,0.4570355216348108,1105.4811902309905,42.49863580399386,270,576,92804.1118940005,LC
Botryobasidium candicans,38.97336375,26.41589125,13.73587375,0.40766125,5.57524875,190.51189687499996,125.07135749999988,75.95409374999997,2.163619374999999,30.53908249999992,0.0477441998725225,289.9521807978114,41.33222056726608,0.0,15.212620275141528,7.171262357349651,23.273301258963265,547.9434739303289,0.0777614984637565,63.08618402001559,5.943613340749966,0.8148245159558275,3448.3045333246096,822.1858692597966,886.3592677078699,758.375806091977,378.31739742274135,77.14980239385082,770.8297575022106,0.6664228879472747,931.100248599316,47.71899163179564,34,128,156458.9201446,LC
Botryobasidium conspersum,45.389236875,25.513455,18.08608625,0.6544774999999999,4.677155625,190.528125,123.489784375,74.71477687499998,2.3649175,30.97770874999993,0.2328744212804784,247.68097313691715,144.0990006828987,0.0,51.19179820018897,22.366939587054944,45.186646230901175,565.6250776648152,0.094570644094194,114.73863065766967,7.88463086956354,0.8319655675425343,3397.567952214962,670.3261258283559,797.5091987560637,821.4495686747317,185.97945183813528,76.39608457740287,902.4151337522396,0.2887423830636346,879.5555089806066,48.9441486985027,32,104,172037.080698154,LC
Botryobasidium intertextum,36.314578125,33.065571875,17.298865,0.7654943750000001,7.157981250000001,156.86838125,105.710978125,59.698708125,2.023925,92.033483125,0.1760026089480352,27.823302070033208,13.902754887732884,0.0,10.526435426662452,34.96028298044485,-14.557494568707732,482.50690964763714,0.0841719585742059,2.91015784777551,7.2162359989147875,0.7880907820757059,3403.7673539388,896.4495888522845,900.0,759.3327637037114,708.1386042921297,75.00283458259435,818.6229150573026,0.3085906296810952,950.8231878582628,69.89725620959126,24,92,306650.156782622,LC
Botryobasidium isabellinum,36.88019375,17.979785,18.06455875,0.39334875,4.216665,192.1335937499999,134.31370874999996,115.46932499999984,2.067165,97.48390375,0.0576978457881659,266.8436767187932,44.673619419848364,0.0,31.189246703858466,7.986234066299032,12.977837196846124,518.3045842932054,0.0871994582968709,47.92955463949993,4.357743117224,0.809913295542326,4522.200254142244,937.6966669418122,900.0,868.8499686891478,389.44627891678726,77.2821225975411,878.5524340545055,0.647626539177147,1008.7129429255148,57.324743037409775,100,324,298656.325729085,LC
Botryobasidium laeve,46.910825,18.568235,18.743245,0.326275,3.60646,212.16125,161.43006,87.26835,1.9424649999999983,25.30156,-0.4033378560054139,476.4459299154954,67.25821896198555,0.0,12.802074090206958,5.342068782532075,21.46274938393533,538.3034930510958,0.067130923302264,115.56464724498322,4.412328317437927,0.7950464357677396,4013.503088894148,919.481893191267,900.0,713.5929171030922,415.7320114923513,75.84546038027881,740.8843700784925,0.7012664672088952,862.8960863876487,60.66668754003237,25,88,175629.460209053,LC
Botryobasidium medium,49.87795625,36.74046625,21.37870375,0.826065,10.67187125,137.66128125,124.97241375000002,56.21764,2.073525,23.54303875,0.138889265695372,101.75750753873923,20.488686687942007,0.0,57.24803061348776,55.150898143102616,-1.3719510155133383,591.0624772268567,0.065417136129405,13.562490995080502,8.547805974641083,0.8534377214702197,3345.84466502448,871.9133196154374,894.494710597847,764.7778667518928,592.8011091837686,69.64876651750134,888.7562829233327,0.3749188256420401,937.960928754022,80.1322861075172,15,56,239889.291140379,LC
Botryobasidium obtusisporum,40.8481975,30.2055375,18.79321625,0.85483875,8.33140625,144.98463124999998,111.24414749999998,61.45612249999997,2.294306249999999,83.74468999999996,0.1908067158915592,44.417402634428754,9.936805825492687,0.0,20.15656416407245,36.80361307313238,-10.525888245773556,456.9808923750578,0.0786860014417418,5.774137804695847,6.320634358502759,0.8652255540316038,2993.193057078727,767.7764897840217,893.6595725529764,780.8887453684637,671.8779167937835,74.50576759932054,781.9529964929308,0.2887177782034077,737.3526123985292,72.46904140789773,27,108,312219.794578917,LC
Botryobasidium pruinatum,56.634746875,18.04441,12.71124625,0.3117456249999999,3.327976875,215.82405,91.24856375,86.04597312499999,1.5535862499999995,82.14816874999998,-0.1617224441182057,822.6948988297228,212.95095725188716,0.0,71.74385681929337,8.805337155981253,53.327473279926494,510.5532759044713,0.127802283238247,178.54961473491767,4.693653426038991,0.7853026649778039,2638.670405276725,637.8515486207409,838.1430832542428,688.5570692528815,160.96566672817863,77.10867296861336,837.9030454092474,0.655728749864486,780.7701948344694,40.09365186916818,20,72,113673.859284924,LC
Botryobasidium subcoronatum,36.02925,11.72373,15.7391,0.619155,3.18467,218.15365,131.67357000000004,74.89326000000004,2.13568,28.09164500000001,0.0691471510510889,38.01344924240905,17.691288872052134,0.0,11.531964380369924,7.427809954801511,-14.694396192863644,472.3391639407701,0.0571433034240495,4.154915236004963,4.596881300859264,0.8224051302338344,4209.43660945042,999.3067181957084,915.7290082841744,826.5517650434399,440.1453172776336,77.40383581632078,881.9853655070307,0.6087919516754516,942.4683394733864,51.16353670713979,188,660,444578.014948476,LC
Botryobasidium vagum,32.6468875,18.2806025,16.64467875,0.58277375,4.45699375,192.5584625,157.63590624999992,69.07058624999998,2.0234799999999984,34.16417499999991,0.1480667577330545,37.6296451820058,10.979917158039829,0.0,7.5058405346665085,8.415647953309866,-14.442665748871024,470.8441105623518,0.0625068085636192,5.042680696682291,5.97592883827422,0.8243315773656497,3481.1940063040174,884.9184746660816,900.0,761.3582270693717,685.5219336110588,76.7,871.7840998334989,0.6231220160278705,917.0762119640656,83.83716472318595,97,356,371975.208135773,LC
Botryosphaeria dothidea,78.602821875,17.457133125,11.786250625,0.702030625,4.311955625,209.72146875,86.76364499999997,51.13545499999999,1.226049375,27.87388624999992,0.1840297468349589,1543.7206622087028,290.97361727535827,0.0,548.9319345448428,10.508510737472143,55.27480443014906,536.8615760733963,0.1143289641471479,436.73121833959135,3.6898567373146154,0.5898720247902055,4884.329213830828,983.787013681705,922.6257047643292,895.8812353878768,157.6879076737085,80.11261976134551,674.7158901666103,0.3884844487210394,1460.9120445423478,36.25406116278067,32,80,69475.8432714675,LC
Botryosphaeria quercuum,81.336291875,33.29285,29.283925,1.01525,7.91255,151.149,65.337008125,40.0533475,1.14946625,31.097429999999925,0.2136705785792674,3895.269838304919,901.9016185231476,900.0,733.3285517206423,20.551391446229225,57.53297602002804,551.1599879950905,0.1533098164459002,498.4458932792992,9.242340980736582,0.5705602736816454,4414.40695141844,989.0449342801304,901.9517424776147,839.4584397163634,28.36460249955952,58.20710673842373,554.4431136121043,0.2613544399390736,733.7234749967156,12.739033862754926,22,12,1.02581924257922,
Botryosphaeria stevensii,65.49984875000001,11.42064375,10.5738575,0.52033375,2.5900100000000004,217.6894875,71.46887624999994,61.305802499999984,1.4757674999999992,20.54927374999991,0.0854424062366787,1253.7430913693986,253.55850832657305,0.0,597.4284175576257,8.97348585259565,57.54085682429215,546.4149359026324,0.1178042770390675,437.03920501781073,4.257152356257736,0.7032230838791592,4426.156375869376,955.742265683116,904.8652078991728,832.7276793420326,230.56348806986813,78.02623330684166,673.2685048814797,0.4866892820186408,1157.249836115095,25.89796797802406,39,76,101043.562759441,
Botrytis cinerea,63.94145625,14.918323125,20.424239375000003,0.6126849999999999,3.675214375,208.89704062499996,85.87721624999999,52.599346875,1.51531,20.933893124999774,0.0672761533046102,909.5403642419494,144.76638728920793,0.0,535.3439805013888,8.717571799215806,55.96122350176119,520.4098629170064,0.0694701640795868,365.8414665094092,2.215104050286724,0.7667609548778416,5809.684524187847,1000.0,962.7786995655616,917.8363293667452,228.036349398398,79.01690745128144,780.7481826333211,0.4199889250686957,1323.878805991798,31.10099782217141,38,136,109008.022879462,
Botrytis galanthina,57.40156125,28.840046875,13.1018025,0.566480625,6.55181625,177.70326562499997,70.1772125,99.69274687499995,1.09573,41.32270624999993,0.0680860040099081,2074.620374922997,409.1707393330859,13.347282498641086,727.718206055963,10.274950283827804,74.04373138082373,599.863710200364,0.0712607099102354,457.6162522595996,4.3591859792503405,0.4648877612798705,5754.163288103223,1000.0,1000.0,907.4702831833292,52.805792048087625,81.0,790.055940145273,0.2623948267391491,767.9847651463431,22.408442600525323,20,44,18491.0114046624,
Bovista aestivalis,51.147365,3.029485,9.78753,0.414405,0.7197450000000001,247.399875,96.178845,123.42007499999998,1.53299,24.93401,0.0326730589464601,772.368105247994,188.37053428733265,0.0,72.16311293258536,5.246045328344893,52.22423792768228,461.65883745526537,0.0542822152216462,124.29955588717613,2.1000952879972914,0.7964348041837593,3538.8056111534443,808.465574148441,880.3739900594826,811.4364797145887,176.0935892181755,78.87799432575753,771.630371710443,0.6583880437564984,1075.3387886296666,34.59869270345023,257,636,180793.478397856,LC
Bovista cretacea,0.0415175,0.47311875,11.468588125,0.655250625,0.000458125,254.99111875,18.3210925,58.25232999999998,1.3151874999999995,47.829219375,0.2079728714273684,100.5661442370153,6.384828750326727,0.0,0.0,463.0258641304157,-12.998222111735585,635.7275209867015,0.0809766141911036,16.513979704238793,34.93335502084164,0.7413209593460409,1377.4062012870238,37.983030788785904,18.417037387747246,653.6174118352467,985.7844913622264,1.6835729954779397,1039.5913957510097,0.3697060704704892,493.0864639230469,189.7644056541644,31,60,21382.9135567577,LC
Bovista furfuracea,30.996890000000004,3.7422175,11.51339875,0.447655,0.9097625,244.5466375,89.61018125,72.43657999999999,1.543525,47.15758874999997,0.1539176547215331,759.909817373636,177.67706053363844,0.0,44.99954221134631,6.613769045061694,54.135407719580414,481.9970980825913,0.0743170207244924,105.39174891023396,3.169034430008929,0.7682009118343827,3967.177649068726,913.516058894828,895.2503466705132,816.0927810127888,210.5383970422687,78.18625173674393,742.2759914381301,0.4814375424668952,1049.3232480713848,27.949748836120477,251,532,143706.350293407,LC
Bovista limosa,10.057862500000002,0.0,14.48101,0.0,0.0,254.4494,77.32840250000001,255.0,1.7012850000000004,85.28342,0.1928572008731008,207.3666227697425,7.029707152473744,0.0,0.0,5.236942882146956,-15.158857012330124,467.0169956735337,0.0910505266029258,32.13554240559673,4.433914620383427,0.8029958567169724,2358.965874666829,621.4371075256634,577.7172844481632,724.6730639189574,841.6395171308008,75.00887997745488,1040.0971726159323,0.5999039060134939,933.841967658818,93.78717008140794,29,88,394785.032826355,
Bovista nigrescens,47.3122225,5.680686250000002,11.007931250000002,0.54616875,1.2649,238.04615000000004,103.7673,82.46685624999999,1.8817825,71.82331125000006,0.0802397422255255,290.0393426238259,35.283563438170106,0.0,41.30029868242697,7.422294994196634,-2.401619244933447,496.1381488955755,0.0757229733879798,65.70118304965129,3.5213563586356784,0.811079554145435,3914.394353065514,911.376984444955,900.0,811.2142368116505,815.4344766244348,78.08151450707611,787.3258341035367,0.5448311217088532,1068.7061554894192,59.76631782412972,1018,2580,430712.399272875,LC
Bovista paludosa,46.49295625,12.55190625,21.48823,0.9767,3.1932,205.667,107.62922624999996,66.1225475,2.19513625,96.70555625,0.2072045978789416,82.06890532144429,24.646511779787424,0.0,37.196776159351984,11.882685822913093,-4.4711712063004585,523.115594397847,0.0876710975542213,10.856169791945778,4.823497326481398,0.8461511185208774,2859.6354973949733,761.4507715751222,900.0,796.9922600912753,851.7192364704996,72.3225630490718,735.7398668664299,0.3544741274017433,721.2520856786779,71.88792506250029,187,400,274252.951203691,NT
Bovista plumbea,32.43478,3.67297,11.76623,0.455845,0.864905,244.765,95.17461,88.104875,1.6823,57.55193000000003,0.0411631275650185,626.853167740544,173.84031149101617,0.0,63.8743732906909,4.834430425417278,42.00043821750987,479.8511244522125,0.0627539877626822,108.63743111714136,2.650070964696821,0.7987534410365985,4714.129792159515,981.3832643299586,913.6396932349794,852.0141608990097,229.2742946625453,78.63204060307149,758.5075558977707,0.5777351503834048,1107.2391218691378,41.19391940414148,988,2260,310515.55841002,LC
Bovista pusilla,33.02552625,0.8598049999999999,10.04155,0.0,0.1901324999999999,253.778375,92.29530999999992,101.0,1.4011474999999998,76.10130749999969,0.1681893616977596,618.495642609169,169.1302671254832,0.0,26.577074158576327,5.810344137926615,50.07251746694517,488.59787451839554,0.0927397656879706,117.53799986619458,3.4832219820973083,0.7177539995689647,2581.46411118212,610.3504690463665,687.899028766204,745.1585728664667,187.30201622280308,76.75726701891752,665.4656124891309,0.6144654794108351,837.2654366817228,25.683208067467277,87,232,98636.9999391951,
Bovista tomentosa,20.551915000000008,1.31266875,11.267565,0.55790875,0.46296875,250.23001875,93.06416375000003,95.83973125000009,1.543525,34.72301750000003,0.0603441307359684,847.1722319040919,195.57633892301564,0.0,79.85983487432868,8.603520430835557,34.8996056567745,485.9635032001426,0.0508027871247246,100.68833230701988,2.701821003495246,0.7865362890762613,2936.2447158074187,695.9286660586346,865.7742888692799,768.1687308358956,237.0811434897796,78.1877579200592,698.3690949917021,0.4723592970605442,895.2036047695309,34.75602099788775,177,360,261304.763880229,LC
Bovistella utriformis,46.063775,2.298525,10.841475,0.390875,0.62195,247.42495,95.062165,114.9713,1.7167450000000002,62.329130000000056,0.014963324544389,714.2399367289263,171.94526915932272,0.0,48.592375622316325,4.693002705008346,52.58442378369826,480.1123188618366,0.0812711207698921,123.1006966279408,2.854328244191484,0.7841365504445031,4210.337288501292,912.6257282406168,900.0,850.9975192795372,191.3632497327592,78.73306721584383,774.1650033855799,0.5848901908947559,1148.4804653937872,29.69572880044692,1206,2588,233724.679792735,
Breviappendix rosae,60.8779375,24.46150875,18.6563,0.5116075,4.9732575,201.39058125,57.2510075,90.46893125000004,1.04945625,36.86640125000003,0.0845241531500015,1546.7015506949267,312.30684126227345,0.0,736.67608019057,6.4550108770644,55.85676927929313,521.273909653793,0.170292842976423,385.1711001873636,5.818970385830979,0.4120132549027254,5591.165993997065,999.999783719996,949.5878972962226,887.6926115423254,38.73755917393801,78.0198039621236,769.9888514568742,0.3894208232353355,1179.623425729748,16.641227972915292,19,44,80894.298837177,
Brevicellicium olivascens,33.15512625000001,6.12874125,16.0917,0.5444825,1.57320625,233.99853125,141.68774874999997,59.58607624999997,1.2833675,55.30731499999997,0.0952848414995508,719.4312742550482,240.08111167643983,0.0,15.81525682137517,8.171037740158479,58.80937678357165,570.8266734479897,0.0940029992241188,97.85776616105164,3.452417304998552,0.7353674775250569,4031.8685053709128,983.8022736623828,900.7551495170028,829.1149248126469,156.70618587382182,79.20598120397453,818.5680741530726,0.647458687317271,862.8347526953029,40.70491856355302,79,228,83741.2837375928,LC
Brianaria lutulata,45.4226,22.07991,21.07029,0.9648,6.8803,139.1656999999999,118.10248999999996,64.4644,1.7273649999999998,82.97757499999997,0.1505048492994487,212.5137353348694,13.017166933130872,0.0,29.658836103092163,20.091777724330782,18.85136560240509,534.9435835883226,0.0476619624668715,69.41864971110624,9.6914866234103,0.7640380715412737,2272.321952119034,420.50152017196814,577.9727637397685,743.936287606431,535.1409286255895,74.78981915997551,974.2187622223038,0.4209377584487132,764.8470255624575,49.144116992870565,26,88,164919.519980993,LC
Brianaria sylvicola,40.0350625,21.372071875,18.965,0.7469343749999999,5.544778125,183.731984375,110.60204375,66.02640625000001,1.99695625,100.7727,0.088498097192942,162.9145283245816,18.55005686942101,0.0,32.09066321289702,16.958765694442864,6.619762604337754,530.6561245005852,0.0757879424851845,26.36770993970513,8.400496258075915,0.7826560612670034,2437.1080726930923,532.5468732746658,858.3657463956566,771.473760899289,598.9903457783101,71.89680436395257,946.9462546038116,0.4616105121365468,1002.3810045389346,61.154802411725896,67,244,330476.24075776,LC
Britzelmayria multipedata,36.9305,11.606075,13.783125,0.575075,2.51895,223.148875,112.7643,77.0649,1.567375,24.417175,0.145413070836377,880.2131797202754,201.0668698094836,0.0,37.36806960359752,7.080615626093426,45.54826652556981,492.2265119106446,0.0944851702982174,156.95231189806802,3.049820582408165,0.7719070849680644,4894.312205611699,999.2023815474092,907.7341512336534,867.6796561316988,232.1881515700892,80.01269573281381,735.6846277350679,0.6170162967618097,1161.0925917340303,45.12300030482654,82,272,228411.795420511,
Brodoa intestiniformis,20.968455,0.585705625,9.71088875,0.352773125,0.0081125,254.980553125,85.32611624999991,91.47232624999998,1.9842756249999995,67.70961749999985,0.0715847953406881,27.36549233804945,9.172941527566666,0.0,0.0247433699460824,48.38458550176442,-17.649745913859483,433.4325155780544,0.0716390128605523,3.3403718316203506,8.549891825621744,0.7749703854071078,2899.9995658986177,748.8831501720882,866.6570903748081,784.9123791234583,1087.2425335558785,60.88829034846376,1038.0622020830012,0.4038646199846676,893.1657096838749,100.60238355536951,111,360,307470.77496419,LC
Brodoa oroarctica,150.94512500000002,0.08398125,3.16246875,0.25,3.75e-05,255.0,18.24343125,206.87820625,1.73698125,6.195125,0.1671701247406189,21.66090995921997,8.018498079125289,0.0,7.093570601290636,608.1533875255873,-42.74284142967117,600.0591537975379,0.1140346156976351,3.151094966673259,26.300871923365047,0.75906412426124,957.5540143853378,89.47965022123896,0.0,515.3936218711565,1059.7323213343989,10.103463567625525,1039.997752159806,0.2630977173911001,569.8020494096926,153.9938639706902,11,36,26260.1117466853,LC
Brunnipila calyculiformis,48.39534125,26.29292375,15.69480875,0.61082625,5.449245,195.0180125,94.87331125,57.67102625,1.6757037500000005,80.05802375000003,0.0362362018238988,614.4726368967149,108.68494051205434,0.0,57.319193462810325,11.81378814858607,53.05815468979277,503.1806297977961,0.0786847798310427,171.3824288186904,5.033499743558189,0.7426983737496344,4190.113707375604,968.8843496406016,900.0,840.7469308955154,273.76892538981986,74.90521703657333,910.5507412313082,0.3902284664203625,1349.5992410165547,39.50799482031376,105,340,170322.15956495,LC
Brunnipila clandestina,66.85265,11.910035,16.0824,0.550695,2.4875450000000003,226.7326,99.588215,60.472715,1.578185,20.481365,0.0082211069599745,1086.3656659596354,243.83918910923265,0.0,216.32527260336883,7.742014111664321,53.821529419780745,522.0970375965824,0.1040031115639027,331.58714112002707,2.8353050557918675,0.7768349652577098,4689.619573425798,982.2930181846132,900.0,845.5364737184951,242.2799990147172,79.77706769696617,889.871054844624,0.4869121996053865,1094.4234578788678,28.96901106148225,49,152,87725.5486934531,LC
Bryobilimbia diapensiae,155.267215625,0.0,7.0063325,0.0,0.0,255.0,17.41595374999999,255.0,1.922414375,5.992221874999996,0.4060899996962841,29.84054650289405,5.5878633360956425,0.0,6.556703700211452,586.668479273884,-31.134084982238143,488.610891554267,0.1356398931919587,3.096636195206553,38.885841433460776,0.695388847906318,866.9174214387209,90.7360511660266,0.0,615.2709060728881,953.8522781660122,14.822641734241031,1033.532705873398,0.3025083461163744,424.7030479053964,149.40651069784005,14,52,39479.1044293813,LC
Bryobilimbia hypnorum,34.984515625,0.496625,16.268431250000003,0.229209375,0.007215625,254.90328125,110.14350625,91.424846875,1.65495625,86.37563750000001,0.1208713697049192,82.81098646319053,8.081449500631557,0.0,2.9516688977204653,5.415661008373223,-22.803881055453445,500.8721739270873,0.0666063822072028,15.608758591028058,5.5468816374179015,0.7931732447393894,3992.537738134517,810.2308724324349,787.4112785333069,833.2429963844703,1045.362184569988,75.93033360825677,1008.489204217304,0.4992003911914359,987.195964215564,135.41971960500666,46,164,381797.079599074,LC
Bryocaulon divergens,0.0046,0.0,9.326925,0.0,0.00015,255.0,33.4101,255.0,1.919225,44.0204,0.0106209692049903,33.073182034769324,8.241026621034703,0.0,1.4835517655650343,310.1129474920268,-25.632341776808676,460.4468133972423,0.0372914819069423,3.849041579545313,9.784919345902107,0.7082326980604037,2276.3615460223327,322.2766684459568,517.1755150632642,661.7684500898039,1099.4255846108956,14.741395149200722,1050.9931434297605,0.3473844204636946,734.5672370080939,135.75209819816476,41,148,232244.731889686,LC
Bryocentria metzgeriae,75.59339375,27.9610675,20.0498575,0.630625,5.9131825000000005,187.91973125,98.86030625,59.40524624999999,1.33144375,19.51296,0.1923664789329256,819.4127248321346,171.3967970824607,0.0,342.1220229610076,16.445265110670707,54.0393992780155,521.5784376391616,0.1088830186666621,287.4863307539476,7.316303138779165,0.5986630944622551,4530.120197861458,989.9094846565102,900.0,809.9141378437936,231.0795524966825,71.94139183188696,866.7301736447853,0.5241533363401077,967.4042863188648,27.16478965943985,23,68,89106.5524579844,LC
Bryoglossum gracile,31.0062175,0.7341493750000001,12.1054075,0.66151375,0.0217375,254.716834375,99.38089624999996,90.36052187499924,2.601219374999999,99.25066499999998,0.1414669267863251,8.595160293563309,6.525560178406467,0.0,0.288165072737509,42.16886923393708,-27.73047262633313,448.2879954901137,0.057941379824973,1.6542688996334478,7.280530448553311,0.7897389766631359,2205.744619270754,463.6199790837178,299.92490357385446,657.2831132403078,1043.3297917758648,61.489990555210326,817.9644285986224,0.4013571778663935,941.6264063705544,147.7013989268141,39,148,351527.697808586,LC
Bryoglossum rehmii,36.564415625,29.921935,24.53031125,0.581649375,7.546525625,160.52241562499998,116.94552687499998,75.71129999999998,3.065633125,24.020360624999995,0.246628295801733,58.97055683059381,17.453228981132405,0.0,23.06398635506607,34.582170440860274,-10.018014405821836,471.499723781907,0.0708333523686328,7.479617689273044,7.926229152007705,0.8291203736680925,1425.2045254831503,405.14402491386966,544.8068717638984,633.8783440076879,557.1226225506313,70.96981807799273,827.0572390664273,0.3492344016095237,473.00013194788,45.68799672851469,20,76,306063.533598259,
Bryoplaca jungermanniae,32.335413125,0.0,12.2137175,0.0,0.0,255.0,84.04875687499997,255.0,1.65211125,43.44749437499994,0.0878750836402187,76.36375637299582,9.06242175698657,0.0,0.0,260.71208144978806,-18.690498601897357,465.3501187904657,0.0276103953834903,10.445890310049052,18.256713606520957,0.8314177705239295,1789.277233876414,346.09804283187844,686.7858962907455,438.90035660608106,878.3311012654684,38.10282733517004,1030.2684413470804,0.2244479676116928,325.8144687899118,123.37681878307714,20,68,125662.850756303,LC
Bryoplaca sinapisperma,53.15675625,0.01434375,8.250607500000001,0.00594,0.0005225,254.993875,82.23797749999991,248.96960124999947,1.5025137499999994,20.51157124999999,0.1267655505242648,86.29416685052044,8.081449500631557,0.0,2.3194106585299106,14.711782609145056,-18.713150554907543,505.6219577562356,0.0758418615790408,10.39407810219759,4.00976042757728,0.7625894092136443,2348.514290087372,583.8796958095993,793.1936601785742,742.7584289726551,823.3790991748583,76.0,1009.988169639016,0.3581296361290126,600.713866162106,155.75260005992058,43,144,325072.359290082,LC
Bryoria bicolor,30.545235,30.239565,13.94904,0.659815,6.85182,150.49554999999995,112.47426999999996,65.05330999999994,2.15297,100.778485,0.1211826233658027,74.51691837728247,13.525412045632288,0.0,27.06977489920633,31.208096610745773,7.405229019923364,560.4558808429515,0.0481485506482918,6.841273084547274,9.17225121325284,0.8449510837574917,2039.0860671605672,504.1362337202997,789.5913562442298,617.7968840872867,715.3329089384639,67.03061645050441,772.0622936055031,0.4943787769491926,622.3839729630223,80.14717009782451,685,1452,248407.570173693,EN
Bryoria capillaris,36.77657375,23.712315,17.375044375,0.485535625,5.70695125,190.81320624999975,109.7413925,83.75328124999996,2.1305368749999958,88.99076062499985,0.0656061977464885,174.9082328170427,26.66524551353149,0.0,44.92251091936452,13.998891216235352,5.161671531008748,501.17316531331153,0.0696515656507135,25.54557191161504,5.462412000147505,0.7979507164626368,3725.154149821584,898.0337006150303,900.0,824.4157404107588,526.6191268502699,69.50464174774424,840.1593023268872,0.536443823917333,1169.3944020887943,55.02124250562423,2556,6676,528772.06827445,LC
Bryoria fremontii,34.13885625,24.20101375,18.567795,0.8307387500000001,6.918475,147.2600875,103.44315375,76.02328625,2.684764999999999,96.93638874999994,0.1142595755000082,65.47756220360796,11.606033261485148,0.0,20.651157299947855,27.960536817157664,-11.568209275341276,474.7114671111737,0.0639837308290116,6.802605393551573,7.049065250316793,0.8081415597983452,2099.4083598441694,508.5046852158176,717.9718545501088,733.0484498820895,687.8745431723366,64.89064007214586,717.8022017569426,0.4163469870101086,748.1279944793249,55.46929547310059,1622,4448,436792.005629521,LC
